slug,source_token,lookup_id,原配置来源token,精确查询已验证,候选字段
commandcode/claude-fable-5,models.dev/azure-cognitive-services,claude-fable-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5,models.dev/azure,claude-fable-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5,models.dev/freemodel,claude-fable-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5,models.dev/github-copilot,claude-fable-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5,models.dev/kenari,claude-fable-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5,models.dev/llmgateway,claude-fable-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5,models.dev/model-oracle-ai,claude-fable-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5,models.dev/modelis,claude-fable-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5,models.dev/neon,claude-fable-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5,models.dev/opencode,claude-fable-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5,models.dev/pioneer,claude-fable-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/claude-fable-5,models.dev/requesty,claude-fable-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}"
commandcode/claude-fable-5,models.dev/snowflake-cortex,claude-fable-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
commandcode/claude-fable-5,models.dev/venice,claude-fable-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5,models.dev/vivgrid,claude-fable-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5,models.dev/xpersona,claude-fable-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5-1,models.dev/anthropic,claude-fable-5-1,是,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5-1,models.dev/azure-cognitive-services,claude-fable-5-1,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5-1,models.dev/azure,claude-fable-5-1,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5-1,models.dev/llmgateway,claude-fable-5-1,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5-1,models.dev/neon,claude-fable-5-1,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5-1,models.dev/opencode,claude-fable-5-1,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5-1,models.dev/venice,claude-fable-5-1,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-fable-5-1,models.dev/vivgrid,claude-fable-5-1,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-haiku-4-5-20251001,models.dev/302ai,claude-haiku-4-5-20251001,否,是,"{""context_window"":200000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":64000,""output_modalities"":[""text""]}"
commandcode/claude-haiku-4-5-20251001,models.dev/abacus,claude-haiku-4-5-20251001,否,是,"{""context_window"":200000,""input_modalities"":[""text"",""image""],""max_output_tokens"":64000,""output_modalities"":[""text""]}"
commandcode/claude-haiku-4-5-20251001,models.dev/anthropic,claude-haiku-4-5-20251001,是,是,"{""context_window"":200000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":64000,""output_modalities"":[""text""]}"
commandcode/claude-haiku-4-5-20251001,models.dev/daoxe,claude-haiku-4-5-20251001,否,是,"{""context_window"":200000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":64000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
commandcode/claude-haiku-4-5-20251001,models.dev/freemodel,claude-haiku-4-5-20251001,否,是,"{""context_window"":200000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":64000,""output_modalities"":[""text""]}"
commandcode/claude-haiku-4-5-20251001,models.dev/helicone,claude-haiku-4-5-20251001,否,是,"{""context_window"":200000,""input_modalities"":[""text"",""image""],""max_output_tokens"":8192,""output_modalities"":[""text""]}"
commandcode/claude-haiku-4-5-20251001,models.dev/jiekou,claude-haiku-4-5-20251001,否,是,"{""context_window"":20000,""input_modalities"":[""text"",""image""],""max_output_tokens"":64000,""output_modalities"":[""text""]}"
commandcode/claude-haiku-4-5-20251001,models.dev/llmgateway,claude-haiku-4-5-20251001,否,是,"{""context_window"":200000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":64000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-haiku-4-5-20251001,models.dev/nano-gpt,claude-haiku-4-5-20251001,否,是,"{""context_window"":200000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":200000,""max_output_tokens"":64000,""output_modalities"":[""text""]}"
commandcode/claude-haiku-4-5-20251001,models.dev/qihang-ai,claude-haiku-4-5-20251001,否,是,"{""context_window"":200000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":64000,""output_modalities"":[""text""]}"
commandcode/claude-haiku-4-5-20251001,models.dev/unorouter,claude-haiku-4-5-20251001,否,是,"{""context_window"":200000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":64000,""output_modalities"":[""text""]}"
commandcode/claude-opus-4-7,models.dev/302ai,claude-opus-4-7,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-opus-4-7,models.dev/abacus,claude-opus-4-7,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
commandcode/claude-opus-4-7,models.dev/aihubmix,claude-opus-4-7,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-opus-4-7,models.dev/anthropic,claude-opus-4-7,是,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-opus-4-7,models.dev/auriko,claude-opus-4-7,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-opus-4-7,models.dev/azure-cognitive-services,claude-opus-4-7,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-opus-4-7,models.dev/azure,claude-opus-4-7,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-opus-4-7,models.dev/freemodel,claude-opus-4-7,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-opus-4-7,models.dev/frogbot,claude-opus-4-7,否,是,"{""context_window"":200000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
commandcode/claude-opus-4-7,models.dev/kenari,claude-opus-4-7,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-opus-4-7,models.dev/llmgateway,claude-opus-4-7,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-opus-4-7,models.dev/neon,claude-opus-4-7,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-opus-4-7,models.dev/opencode,claude-opus-4-7,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-opus-4-7,models.dev/pioneer,claude-opus-4-7,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/claude-opus-4-7,models.dev/requesty,claude-opus-4-7,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}"
commandcode/claude-opus-4-7,models.dev/snowflake-cortex,claude-opus-4-7,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
commandcode/claude-opus-4-7,models.dev/venice,claude-opus-4-7,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-opus-4-8,models.dev/abacus,claude-opus-4-8,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
