slug,display_name,input_modalities,output_modalities,context_window,max_input_tokens,max_tokens(abandon),max_completion_tokens,max_output_tokens,reasoning_levels,default_reasoning,行号,分类,缺失字段,建议关注缺项,无需强补的独立字段,补全必要性,补全方式,当前查询证据_固定来源,候选来源与值_非已应用,候选可补字段,候选与已有字段差异_非最终合并,已有值风险,部署时输出字段失去,部署时id存在性变化,验证边界
commandcode/Qwen/Qwen3.6-Plus,Qwen3.6 Plus,"[""text"",""image"",""video""]","[""text""]",1000000,未知,未知,未知,65536,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,23,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/alibaba id=qwen3.6-plus hit(context_window,input_modalities,max_output_tokens,output_modalities)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/Qwen/Qwen3.7-Flash,Qwen3.7 Flash,"[""text"",""image"",""video""]","[""text""]",1000000,991000,未知,未知,65536,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,24,主要字段已有值，不强补其他列,max_tokens(abandon);max_completion_tokens,,max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/alibaba id=qwen3.7-flash hit(context_window,input_modalities,max_input_tokens,max_output_tokens,output_modalities)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/Qwen/Qwen3.7-Max,Qwen3.7 Max,"[""text""]","[""text""]",1000000,未知,未知,未知,65536,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,25,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/alibaba id=qwen3.7-max hit(context_window,input_modalities,max_output_tokens,output_modalities)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/Qwen/Qwen3.7-Plus,Qwen3.7 Plus,"[""text"",""image"",""video""]","[""text""]",1000000,未知,未知,未知,65536,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,26,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/alibaba id=qwen3.7-plus hit(context_window,input_modalities,max_output_tokens,output_modalities)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/Qwen/Qwen3.8-27B,Qwen3.8 27B,"[""text"",""image"",""video""]","[""text""]",262144,未知,未知,未知,32768,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,27,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/alibaba id=qwen3.8-27b hit(context_window,input_modalities,max_output_tokens,output_modalities)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/Qwen/Qwen3.8-Flash,Qwen3.8 Flash,"[""text"",""image"",""video""]","[""text""]",1000000,未知,未知,未知,131072,"[{""effort"":""low""},{""effort"":""medium""},{""effort"":""xhigh""}]",medium,28,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/alibaba id=qwen3.8-flash hit(context_window,input_modalities,max_output_tokens,output_modalities,supported_reasoning_levels)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/Qwen/Qwen3.8-Max,Qwen3.8 Max,"[""text"",""image"",""video"",""pdf""]","[""text""]",1000000,未知,未知,未知,131072,"[{""effort"":""low""},{""effort"":""medium""},{""effort"":""xhigh""}]",medium,29,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/alibaba id=qwen3.8-max hit(context_window,input_modalities,max_output_tokens,output_modalities,supported_reasoning_levels)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/Qwen/Qwen3.8-Max-0902,Qwen3.8 Max 0902,"[""text"",""image"",""video"",""pdf""]","[""text""]",1000000,未知,未知,未知,131072,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,30,主要字段已有值，不强补其他列,max_input_tokens;max_tokens(abandon);max_completion_tokens,,max_input_tokens;max_tokens(abandon);max_completion_tokens,无需为凑齐表格补列；缺少的独立token字段不互填。,保留当前结果；max_input_tokens仅在选定来源明确声明时补，不由context_window相减推算。,"models.dev/alibaba id=qwen3.8-max-0902 hit(context_window,input_modalities,max_output_tokens,output_modalities)",未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/claude-fable-5,Claude Fable 5,"[""text"",""image""]",未知,1000000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,31,原来源准确命中，可批量生成逐模型绑定,output_modalities;max_input_tokens;max_tokens(abandon);max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_tokens(abandon);max_completion_tokens,建议补：已有配置来源存在准确ID及缺失字段；这是目录资料，不是渠道实测。,可批量生成models.<模型名>.lookup_ids[models.dev/anthropic]=claude-fable-5；当前语法仍是逐模型绑定，裸名不能用provider_prefix_map一条规则覆盖。,models.dev/ id=claude-fable-5 ambiguous:19,"models.dev/anthropic / claude-fable-5 => {""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}","{""max_output_tokens"":128000,""output_modalities"":[""text""]}","{""input_modalities"":{""candidate"":[""text"",""image"",""pdf""],""current"":[""text"",""image""]},""reasoning_levels"":{""candidate"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}],""current"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]}}",候选也可能覆盖已有字段；差异是候选记录对比，不是最终合并预测,是,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/claude-fable-5-1,Claude Fable 5.1,"[""text"",""image""]",未知,1000000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,32,原来源准确命中，可批量生成逐模型绑定,output_modalities;max_input_tokens;max_tokens(abandon);max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_tokens(abandon);max_completion_tokens,建议补：已有配置来源存在准确ID及缺失字段；这是目录资料，不是渠道实测。,可批量生成models.<模型名>.lookup_ids[models.dev/anthropic]=claude-fable-5-1；当前语法仍是逐模型绑定，裸名不能用provider_prefix_map一条规则覆盖。,models.dev/ id=claude-fable-5-1 ambiguous:8,"models.dev/anthropic / claude-fable-5-1 => {""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}","{""max_output_tokens"":128000,""output_modalities"":[""text""]}","{""input_modalities"":{""candidate"":[""text"",""image"",""pdf""],""current"":[""text"",""image""]},""reasoning_levels"":{""candidate"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}],""current"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]}}",候选也可能覆盖已有字段；差异是候选记录对比，不是最终合并预测,是,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
commandcode/claude-haiku-4-5-20251001,Claude Haiku 4.5,"[""text"",""image""]",未知,200000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,33,原来源准确命中，可批量生成逐模型绑定,output_modalities;max_input_tokens;max_tokens(abandon);max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_tokens(abandon);max_completion_tokens,建议补：已有配置来源存在准确ID及缺失字段；这是目录资料，不是渠道实测。,可批量生成models.<模型名>.lookup_ids[models.dev/anthropic]=claude-haiku-4-5-20251001；当前语法仍是逐模型绑定，裸名不能用provider_prefix_map一条规则覆盖。,models.dev/ id=claude-haiku-4-5-20251001 ambiguous:11,"models.dev/anthropic / claude-haiku-4-5-20251001 => {""context_window"":200000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":64000,""output_modalities"":[""text""]}","{""max_output_tokens"":64000,""output_modalities"":[""text""]}","{""input_modalities"":{""candidate"":[""text"",""image"",""pdf""],""current"":[""text"",""image""]}}",候选也可能覆盖已有字段；差异是候选记录对比，不是最终合并预测,是,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
